Hourly measurement data supplied by UK-air on 22/12/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Sheffield Barnsley Road",,"Sheffield Devonshire Green",,"Sheffield Tinsley",
Latitude,,53.404950,,53.378622,,53.410580,,
Longitude,,-1.455815,,-1.478096,,-1.396139,,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,,
Local Authority,,"Sheffield",,"Sheffield",,"Sheffield",,
Date,Time,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2023-07-27,07:00:00,12,V ugm-3 (BAM),1.014,V ugm-3 (Ref.eq),2.052,V ugm-3 (Ref.eq)
2023-07-27,08:00:00,10,V ugm-3 (BAM),1.84,V ugm-3 (Ref.eq),3.042,V ugm-3 (Ref.eq)
2023-07-27,09:00:00,9,V ugm-3 (BAM),0.802,V ugm-3 (Ref.eq),1.25,V ugm-3 (Ref.eq)
2023-07-27,10:00:00,10,V ugm-3 (BAM),2.217,V ugm-3 (Ref.eq),1.321,V ugm-3 (Ref.eq)
2023-07-27,11:00:00,8,V ugm-3 (BAM),1.108,V ugm-3 (Ref.eq),1.533,V ugm-3 (Ref.eq)
2023-07-27,12:00:00,3,V ugm-3 (BAM),1.108,V ugm-3 (Ref.eq),1.627,V ugm-3 (Ref.eq)
2023-07-27,13:00:00,0,V ugm-3 (BAM),1.557,V ugm-3 (Ref.eq),1.958,V ugm-3 (Ref.eq)
2023-07-27,14:00:00,9,V ugm-3 (BAM),1.698,V ugm-3 (Ref.eq),1.722,V ugm-3 (Ref.eq)
2023-07-27,15:00:00,3,V ugm-3 (BAM),1.038,V ugm-3 (Ref.eq),1.321,V ugm-3 (Ref.eq)
2023-07-27,16:00:00,6,V ugm-3 (BAM),1.58,V ugm-3 (Ref.eq),1.651,V ugm-3 (Ref.eq)
2023-07-27,17:00:00,6,V ugm-3 (BAM),2.099,V ugm-3 (Ref.eq),2.028,V ugm-3 (Ref.eq)
2023-07-27,18:00:00,8,V ugm-3 (BAM),2.759,V ugm-3 (Ref.eq),2.123,V ugm-3 (Ref.eq)
2023-07-27,19:00:00,7,V ugm-3 (BAM),2.594,V ugm-3 (Ref.eq),2.429,V ugm-3 (Ref.eq)
2023-07-27,20:00:00,6,V ugm-3 (BAM),2.618,V ugm-3 (Ref.eq),2.241,V ugm-3 (Ref.eq)
2023-07-27,21:00:00,10,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.359,V ugm-3 (Ref.eq)
2023-07-27,22:00:00,10,V ugm-3 (BAM),2.453,V ugm-3 (Ref.eq),11.486,V ugm-3 (Ref.eq)
2023-07-27,23:00:00,9,V ugm-3 (BAM),2.642,V ugm-3 (Ref.eq),3.255,V ugm-3 (Ref.eq)
2023-07-27,24:00:00,7,V ugm-3 (BAM),3.137,V ugm-3 (Ref.eq),2.689,V ugm-3 (Ref.eq)
2023-07-28,01:00:00,6,V ugm-3 (BAM),3.325,V ugm-3 (Ref.eq),3.844,V ugm-3 (Ref.eq)
2023-07-28,02:00:00,6,V ugm-3 (BAM),3.561,V ugm-3 (Ref.eq),3.774,V ugm-3 (Ref.eq)
2023-07-28,03:00:00,5,V ugm-3 (BAM),3.632,V ugm-3 (Ref.eq),3.632,V ugm-3 (Ref.eq)
2023-07-28,04:00:00,7,V ugm-3 (BAM),3.609,V ugm-3 (Ref.eq),4.552,V ugm-3 (Ref.eq)
2023-07-28,05:00:00,9,V ugm-3 (BAM),3.75,V ugm-3 (Ref.eq),5.613,V ugm-3 (Ref.eq)
2023-07-28,06:00:00,7,V ugm-3 (BAM),3.986,V ugm-3 (Ref.eq),7.217,V ugm-3 (Ref.eq)
2023-07-28,07:00:00,8,V ugm-3 (BAM),3.113,V ugm-3 (Ref.eq),3.703,V ugm-3 (Ref.eq)
2023-07-28,08:00:00,5,V ugm-3 (BAM),2.948,V ugm-3 (Ref.eq),3.373,V ugm-3 (Ref.eq)
2023-07-28,09:00:00,5,V ugm-3 (BAM),2.547,V ugm-3 (Ref.eq),3.208,V ugm-3 (Ref.eq)
2023-07-28,10:00:00,7,V ugm-3 (BAM),2.146,V ugm-3 (Ref.eq),2.406,V ugm-3 (Ref.eq)
2023-07-28,11:00:00,8,V ugm-3 (BAM),2.264,V ugm-3 (Ref.eq),2.5,V ugm-3 (Ref.eq)
2023-07-28,12:00:00,7,V ugm-3 (BAM),2.382,V ugm-3 (Ref.eq),2.83,V ugm-3 (Ref.eq)
2023-07-28,13:00:00,6,V ugm-3 (BAM),2.854,V ugm-3 (Ref.eq),3.915,V ugm-3 (Ref.eq)
2023-07-28,14:00:00,6,V ugm-3 (BAM),2.948,V ugm-3 (Ref.eq),3.868,V ugm-3 (Ref.eq)
2023-07-28,15:00:00,3,V ugm-3 (BAM),2.406,V ugm-3 (Ref.eq),3.609,V ugm-3 (Ref.eq)
2023-07-28,16:00:00,2,V ugm-3 (BAM),2.382,V ugm-3 (Ref.eq),2.712,V ugm-3 (Ref.eq)
2023-07-28,17:00:00,1,V ugm-3 (BAM),2.099,V ugm-3 (Ref.eq),2.264,V ugm-3 (Ref.eq)
2023-07-28,18:00:00,4,V ugm-3 (BAM),2.288,V ugm-3 (Ref.eq),2.099,V ugm-3 (Ref.eq)
2023-07-28,19:00:00,5,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2023-07-28,20:00:00,4,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.972,V ugm-3 (Ref.eq)
2023-07-28,21:00:00,4,V ugm-3 (BAM),2.123,V ugm-3 (Ref.eq),2.241,V ugm-3 (Ref.eq)
2023-07-28,22:00:00,3,V ugm-3 (BAM),1.934,V ugm-3 (Ref.eq),2.075,V ugm-3 (Ref.eq)
2023-07-28,23:00:00,1,V ugm-3 (BAM),1.887,V ugm-3 (Ref.eq),1.58,V ugm-3 (Ref.eq)
2023-07-28,24:00:00,0,V ugm-3 (BAM),2.075,V ugm-3 (Ref.eq),1.816,V ugm-3 (Ref.eq)
2023-07-29,01:00:00,0,V ugm-3 (BAM),2.264,V ugm-3 (Ref.eq),2.005,V ugm-3 (Ref.eq)
2023-07-29,02:00:00,3,V ugm-3 (BAM),2.382,V ugm-3 (Ref.eq),2.17,V ugm-3 (Ref.eq)
2023-07-29,03:00:00,4,V ugm-3 (BAM),2.359,V ugm-3 (Ref.eq),2.217,V ugm-3 (Ref.eq)
2023-07-29,04:00:00,1,V ugm-3 (BAM),2.5,V ugm-3 (Ref.eq),2.359,V ugm-3 (Ref.eq)
2023-07-29,05:00:00,4,V ugm-3 (BAM),3.019,V ugm-3 (Ref.eq),2.925,V ugm-3 (Ref.eq)
2023-07-29,06:00:00,6,V ugm-3 (BAM),3.679,V ugm-3 (Ref.eq),3.75,V ugm-3 (Ref.eq)
2023-07-29,07:00:00,8,V ugm-3 (BAM),3.656,V ugm-3 (Ref.eq),4.009,V ugm-3 (Ref.eq)
2023-07-29,08:00:00,6,V ugm-3 (BAM),3.373,V ugm-3 (Ref.eq),3.467,V ugm-3 (Ref.eq)
2023-07-29,09:00:00,3,V ugm-3 (BAM),3.09,V ugm-3 (Ref.eq),3.656,V ugm-3 (Ref.eq)
2023-07-29,10:00:00,3,V ugm-3 (BAM),2.901,V ugm-3 (Ref.eq),3.349,V ugm-3 (Ref.eq)
2023-07-29,11:00:00,5,V ugm-3 (BAM),3.16,V ugm-3 (Ref.eq),4.292,V ugm-3 (Ref.eq)
2023-07-29,12:00:00,4,V ugm-3 (BAM),3.042,V ugm-3 (Ref.eq),3.561,V ugm-3 (Ref.eq)
2023-07-29,13:00:00,3,V ugm-3 (BAM),3.42,V ugm-3 (Ref.eq),4.67,V ugm-3 (Ref.eq)
2023-07-29,14:00:00,8,V ugm-3 (BAM),2.995,V ugm-3 (Ref.eq),3.703,V ugm-3 (Ref.eq)
2023-07-29,15:00:00,5,V ugm-3 (BAM),2.618,V ugm-3 (Ref.eq),2.783,V ugm-3 (Ref.eq)
2023-07-29,16:00:00,2,V ugm-3 (BAM),2.712,V ugm-3 (Ref.eq),2.901,V ugm-3 (Ref.eq)
2023-07-29,17:00:00,1,V ugm-3 (BAM),2.524,V ugm-3 (Ref.eq),2.925,V ugm-3 (Ref.eq)
2023-07-29,18:00:00,0,V ugm-3 (BAM),2.712,V ugm-3 (Ref.eq),2.689,V ugm-3 (Ref.eq)
2023-07-29,19:00:00,3,V ugm-3 (BAM),3.443,V ugm-3 (Ref.eq),3.373,V ugm-3 (Ref.eq)
2023-07-29,20:00:00,8,V ugm-3 (BAM),4.623,V ugm-3 (Ref.eq),4.599,V ugm-3 (Ref.eq)
2023-07-29,21:00:00,9,V ugm-3 (BAM),4.505,V ugm-3 (Ref.eq),4.67,V ugm-3 (Ref.eq)
2023-07-29,22:00:00,6,V ugm-3 (BAM),4.481,V ugm-3 (Ref.eq),4.929,V ugm-3 (Ref.eq)
2023-07-29,23:00:00,4,V ugm-3 (BAM),5.236,V ugm-3 (Ref.eq),5.283,V ugm-3 (Ref.eq)
2023-07-29,24:00:00,8,V ugm-3 (BAM),5.637,V ugm-3 (Ref.eq),5.425,V ugm-3 (Ref.eq)
2023-07-30,01:00:00,8,V ugm-3 (BAM),6.132,V ugm-3 (Ref.eq),5.637,V ugm-3 (Ref.eq)
2023-07-30,02:00:00,6,V ugm-3 (BAM),5.849,V ugm-3 (Ref.eq),5.212,V ugm-3 (Ref.eq)
2023-07-30,03:00:00,4,V ugm-3 (BAM),4.458,V ugm-3 (Ref.eq),4.269,V ugm-3 (Ref.eq)
2023-07-30,04:00:00,2,V ugm-3 (BAM),3.844,V ugm-3 (Ref.eq),3.75,V ugm-3 (Ref.eq)
2023-07-30,05:00:00,1,V ugm-3 (BAM),3.042,V ugm-3 (Ref.eq),2.972,V ugm-3 (Ref.eq)
2023-07-30,06:00:00,2,V ugm-3 (BAM),2.406,V ugm-3 (Ref.eq),2.359,V ugm-3 (Ref.eq)
2023-07-30,07:00:00,3,V ugm-3 (BAM),2.901,V ugm-3 (Ref.eq),2.83,V ugm-3 (Ref.eq)
2023-07-30,08:00:00,7,V ugm-3 (BAM),3.302,V ugm-3 (Ref.eq),3.278,V ugm-3 (Ref.eq)
2023-07-30,09:00:00,6,V ugm-3 (BAM),3.255,V ugm-3 (Ref.eq),3.019,V ugm-3 (Ref.eq)
2023-07-30,10:00:00,4,V ugm-3 (BAM),2.453,V ugm-3 (Ref.eq),2.571,V ugm-3 (Ref.eq)
2023-07-30,11:00:00,3,V ugm-3 (BAM),1.934,V ugm-3 (Ref.eq),2.005,V ugm-3 (Ref.eq)
2023-07-30,12:00:00,4,V ugm-3 (BAM),1.627,V ugm-3 (Ref.eq),1.698,V ugm-3 (Ref.eq)
2023-07-30,13:00:00,5,V ugm-3 (BAM),1.509,V ugm-3 (Ref.eq),1.698,V ugm-3 (Ref.eq)
2023-07-30,14:00:00,3,V ugm-3 (BAM),1.769,V ugm-3 (Ref.eq),1.792,V ugm-3 (Ref.eq)
2023-07-30,15:00:00,5,V ugm-3 (BAM),2.759,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2023-07-30,16:00:00,5,V ugm-3 (BAM),3.373,V ugm-3 (Ref.eq),3.184,V ugm-3 (Ref.eq)
2023-07-30,17:00:00,6,V ugm-3 (BAM),2.759,V ugm-3 (Ref.eq),3.09,V ugm-3 (Ref.eq)
2023-07-30,18:00:00,4,V ugm-3 (BAM),2.052,V ugm-3 (Ref.eq),2.028,V ugm-3 (Ref.eq)
2023-07-30,19:00:00,2,V ugm-3 (BAM),1.887,V ugm-3 (Ref.eq),1.84,V ugm-3 (Ref.eq)
2023-07-30,20:00:00,3,V ugm-3 (BAM),2.594,V ugm-3 (Ref.eq),1.958,V ugm-3 (Ref.eq)
2023-07-30,21:00:00,3,V ugm-3 (BAM),1.84,V ugm-3 (Ref.eq),1.321,V ugm-3 (Ref.eq)
2023-07-30,22:00:00,4,V ugm-3 (BAM),2.028,V ugm-3 (Ref.eq),1.675,V ugm-3 (Ref.eq)
2023-07-30,23:00:00,6,V ugm-3 (BAM),1.934,V ugm-3 (Ref.eq),1.675,V ugm-3 (Ref.eq)
2023-07-30,24:00:00,4,V ugm-3 (BAM),1.108,V ugm-3 (Ref.eq),1.108,V ugm-3 (Ref.eq)
2023-07-31,01:00:00,2,V ugm-3 (BAM),1.156,V ugm-3 (Ref.eq),1.108,V ugm-3 (Ref.eq)
2023-07-31,02:00:00,2,V ugm-3 (BAM),0.849,V ugm-3 (Ref.eq),0.92,V ugm-3 (Ref.eq)
2023-07-31,03:00:00,3,V ugm-3 (BAM),0.542,V ugm-3 (Ref.eq),0.802,V ugm-3 (Ref.eq)
2023-07-31,04:00:00,3,V ugm-3 (BAM),0.613,V ugm-3 (Ref.eq),1.203,V ugm-3 (Ref.eq)
2023-07-31,05:00:00,5,V ugm-3 (BAM),1.274,V ugm-3 (Ref.eq),2.311,V ugm-3 (Ref.eq)
2023-07-31,06:00:00,6,V ugm-3 (BAM),1.462,V ugm-3 (Ref.eq),1.981,V ugm-3 (Ref.eq)
2023-07-31,07:00:00,4,V ugm-3 (BAM),2.335,V ugm-3 (Ref.eq),2.429,V ugm-3 (Ref.eq)
2023-07-31,08:00:00,4,V ugm-3 (BAM),3.491,V ugm-3 (Ref.eq),3.797,V ugm-3 (Ref.eq)
2023-07-31,09:00:00,7,V ugm-3 (BAM),4.08,V ugm-3 (Ref.eq),5.024,V ugm-3 (Ref.eq)
2023-07-31,10:00:00,7,V ugm-3 (BAM),4.505,V ugm-3 (Ref.eq),4.859,V ugm-3 (Ref.eq)
2023-07-31,11:00:00,7,V ugm-3 (BAM),4.363,V ugm-3 (Ref.eq),4.269,V ugm-3 (Ref.eq)
2023-07-31,12:00:00,6,V ugm-3 (BAM),3.585,V ugm-3 (Ref.eq),4.599,V ugm-3 (Ref.eq)
2023-07-31,13:00:00,12,V ugm-3 (BAM),3.726,V ugm-3 (Ref.eq),4.552,V ugm-3 (Ref.eq)
2023-07-31,14:00:00,9,V ugm-3 (BAM),4.175,V ugm-3 (Ref.eq),4.481,V ugm-3 (Ref.eq)
2023-07-31,15:00:00,6,V ugm-3 (BAM),3.868,V ugm-3 (Ref.eq),4.316,V ugm-3 (Ref.eq)
2023-07-31,16:00:00,4,V ugm-3 (BAM),3.066,V ugm-3 (Ref.eq),3.137,V ugm-3 (Ref.eq)
2023-07-31,17:00:00,4,V ugm-3 (BAM),1.179,V ugm-3 (Ref.eq),1.226,V ugm-3 (Ref.eq)
2023-07-31,18:00:00,3,V ugm-3 (BAM),2.476,V ugm-3 (Ref.eq),2.429,V ugm-3 (Ref.eq)
2023-07-31,19:00:00,8,V ugm-3 (BAM),2.642,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2023-07-31,20:00:00,6,V ugm-3 (BAM),2.712,V ugm-3 (Ref.eq),3.042,V ugm-3 (Ref.eq)
2023-07-31,21:00:00,5,V ugm-3 (BAM),2.759,V ugm-3 (Ref.eq),2.712,V ugm-3 (Ref.eq)
2023-07-31,22:00:00,6,V ugm-3 (BAM),3.42,V ugm-3 (Ref.eq),2.995,V ugm-3 (Ref.eq)
2023-07-31,23:00:00,7,V ugm-3 (BAM),3.278,V ugm-3 (Ref.eq),3.467,V ugm-3 (Ref.eq)
2023-07-31,24:00:00,6,V ugm-3 (BAM),2.807,V ugm-3 (Ref.eq),2.736,V ugm-3 (Ref.eq)
2023-08-01,01:00:00,6,V ugm-3 (BAM),2.476,V ugm-3 (Ref.eq),2.406,V ugm-3 (Ref.eq)
2023-08-01,02:00:00,6,V ugm-3 (BAM),2.571,V ugm-3 (Ref.eq),2.642,V ugm-3 (Ref.eq)
2023-08-01,03:00:00,3,V ugm-3 (BAM),2.618,V ugm-3 (Ref.eq),2.335,V ugm-3 (Ref.eq)
2023-08-01,04:00:00,2,V ugm-3 (BAM),2.995,V ugm-3 (Ref.eq),2.854,V ugm-3 (Ref.eq)
2023-08-01,05:00:00,2,V ugm-3 (BAM),2.972,V ugm-3 (Ref.eq),2.972,V ugm-3 (Ref.eq)
2023-08-01,06:00:00,3,V ugm-3 (BAM),1.91,V ugm-3 (Ref.eq),1.651,V ugm-3 (Ref.eq)
2023-08-01,07:00:00,4,V ugm-3 (BAM),3.184,V ugm-3 (Ref.eq),3.113,V ugm-3 (Ref.eq)
2023-08-01,08:00:00,5,V ugm-3 (BAM),3.373,V ugm-3 (Ref.eq),3.585,V ugm-3 (Ref.eq)
2023-08-01,09:00:00,8,V ugm-3 (BAM),3.491,V ugm-3 (Ref.eq),3.491,V ugm-3 (Ref.eq)
2023-08-01,10:00:00,6,V ugm-3 (BAM),3.679,V ugm-3 (Ref.eq),3.538,V ugm-3 (Ref.eq)
2023-08-01,11:00:00,4,V ugm-3 (BAM),3.42,V ugm-3 (Ref.eq),3.514,V ugm-3 (Ref.eq)
2023-08-01,12:00:00,3,V ugm-3 (BAM),2.995,V ugm-3 (Ref.eq),2.877,V ugm-3 (Ref.eq)
2023-08-01,13:00:00,6,V ugm-3 (BAM),3.491,V ugm-3 (Ref.eq),2.712,V ugm-3 (Ref.eq)
2023-08-01,14:00:00,7,V ugm-3 (BAM),3.09,V ugm-3 (Ref.eq),3.467,V ugm-3 (Ref.eq)
2023-08-01,15:00:00,7,V ugm-3 (BAM),3.184,V ugm-3 (Ref.eq),3.184,V ugm-3 (Ref.eq)
2023-08-01,16:00:00,4,V ugm-3 (BAM),2.972,V ugm-3 (Ref.eq),2.925,V ugm-3 (Ref.eq)
2023-08-01,17:00:00,11,V ugm-3 (BAM),3.302,V ugm-3 (Ref.eq),3.396,V ugm-3 (Ref.eq)
2023-08-01,18:00:00,6,V ugm-3 (BAM),2.783,V ugm-3 (Ref.eq),3.42,V ugm-3 (Ref.eq)
2023-08-01,19:00:00,5,V ugm-3 (BAM),3.208,V ugm-3 (Ref.eq),3.844,V ugm-3 (Ref.eq)
2023-08-01,20:00:00,11,V ugm-3 (BAM),4.599,V ugm-3 (Ref.eq),5.307,V ugm-3 (Ref.eq)
2023-08-01,21:00:00,8,V ugm-3 (BAM),4.41,V ugm-3 (Ref.eq),6.486,V ugm-3 (Ref.eq)
2023-08-01,22:00:00,12,V ugm-3 (BAM),5.92,V ugm-3 (Ref.eq),5.236,V ugm-3 (Ref.eq)
2023-08-01,23:00:00,12,V ugm-3 (BAM),6.415,V ugm-3 (Ref.eq),5.92,V ugm-3 (Ref.eq)
2023-08-01,24:00:00,15,V ugm-3 (BAM),6.061,V ugm-3 (Ref.eq),5.613,V ugm-3 (Ref.eq)
2023-08-02,01:00:00,9,V ugm-3 (BAM),5.283,V ugm-3 (Ref.eq),4.175,V ugm-3 (Ref.eq)
2023-08-02,02:00:00,7,V ugm-3 (BAM),4.646,V ugm-3 (Ref.eq),3.892,V ugm-3 (Ref.eq)
2023-08-02,03:00:00,8,V ugm-3 (BAM),3.868,V ugm-3 (Ref.eq),3.703,V ugm-3 (Ref.eq)
2023-08-02,04:00:00,8,V ugm-3 (BAM),3.325,V ugm-3 (Ref.eq),3.325,V ugm-3 (Ref.eq)
2023-08-02,05:00:00,7,V ugm-3 (BAM),3.137,V ugm-3 (Ref.eq),4.505,V ugm-3 (Ref.eq)
2023-08-02,06:00:00,4,V ugm-3 (BAM),2.075,V ugm-3 (Ref.eq),2.429,V ugm-3 (Ref.eq)
2023-08-02,07:00:00,5,V ugm-3 (BAM),2.264,V ugm-3 (Ref.eq),2.311,V ugm-3 (Ref.eq)
2023-08-02,08:00:00,10,V ugm-3 (BAM),2.406,V ugm-3 (Ref.eq),1.769,V ugm-3 (Ref.eq)
2023-08-02,09:00:00,10,V ugm-3 (BAM),1.769,V ugm-3 (Ref.eq),1.297,V ugm-3 (Ref.eq)
2023-08-02,10:00:00,9,V ugm-3 (BAM),1.297,V ugm-3 (Ref.eq),1.509,V ugm-3 (Ref.eq)
2023-08-02,11:00:00,10,V ugm-3 (BAM),1.061,V ugm-3 (Ref.eq),1.156,V ugm-3 (Ref.eq)
2023-08-02,12:00:00,9,V ugm-3 (BAM),1.557,V ugm-3 (Ref.eq),1.274,V ugm-3 (Ref.eq)
2023-08-02,13:00:00,7,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.5,V ugm-3 (Ref.eq)
2023-08-02,14:00:00,5,V ugm-3 (BAM),2.524,V ugm-3 (Ref.eq),2.476,V ugm-3 (Ref.eq)
2023-08-02,15:00:00,8,V ugm-3 (BAM),2.075,V ugm-3 (Ref.eq),1.156,V ugm-3 (Ref.eq)
2023-08-02,16:00:00,6,V ugm-3 (BAM),1.344,V ugm-3 (Ref.eq),0.967,V ugm-3 (Ref.eq)
2023-08-02,17:00:00,8,V ugm-3 (BAM),2.689,V ugm-3 (Ref.eq),2.264,V ugm-3 (Ref.eq)
2023-08-02,18:00:00,7,V ugm-3 (BAM),3.467,V ugm-3 (Ref.eq),2.476,V ugm-3 (Ref.eq)
2023-08-02,19:00:00,7,V ugm-3 (BAM),3.137,V ugm-3 (Ref.eq),2.594,V ugm-3 (Ref.eq)
2023-08-02,20:00:00,6,V ugm-3 (BAM),3.609,V ugm-3 (Ref.eq),3.066,V ugm-3 (Ref.eq)
2023-08-02,21:00:00,9,V ugm-3 (BAM),4.528,V ugm-3 (Ref.eq),4.363,V ugm-3 (Ref.eq)
2023-08-02,22:00:00,7,V ugm-3 (BAM),4.269,V ugm-3 (Ref.eq),4.033,V ugm-3 (Ref.eq)
2023-08-02,23:00:00,7,V ugm-3 (BAM),4.67,V ugm-3 (Ref.eq),5.377,V ugm-3 (Ref.eq)
2023-08-02,24:00:00,7,V ugm-3 (BAM),3.915,V ugm-3 (Ref.eq),4.175,V ugm-3 (Ref.eq)
2023-08-03,01:00:00,6,V ugm-3 (BAM),3.797,V ugm-3 (Ref.eq),4.34,V ugm-3 (Ref.eq)
2023-08-03,02:00:00,3,V ugm-3 (BAM),4.009,V ugm-3 (Ref.eq),4.151,V ugm-3 (Ref.eq)
2023-08-03,03:00:00,2,V ugm-3 (BAM),3.42,V ugm-3 (Ref.eq),3.561,V ugm-3 (Ref.eq)
2023-08-03,04:00:00,4,V ugm-3 (BAM),2.925,V ugm-3 (Ref.eq),3.679,V ugm-3 (Ref.eq)
2023-08-03,05:00:00,7,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.901,V ugm-3 (Ref.eq)
2023-08-03,06:00:00,9,V ugm-3 (BAM),2.429,V ugm-3 (Ref.eq),2.783,V ugm-3 (Ref.eq)
2023-08-03,07:00:00,5,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.736,V ugm-3 (Ref.eq)
2023-08-03,08:00:00,4,V ugm-3 (BAM),2.524,V ugm-3 (Ref.eq),2.925,V ugm-3 (Ref.eq)
2023-08-03,09:00:00,6,V ugm-3 (BAM),2.453,V ugm-3 (Ref.eq),2.547,V ugm-3 (Ref.eq)
2023-08-03,10:00:00,5,V ugm-3 (BAM),3.066,V ugm-3 (Ref.eq),2.783,V ugm-3 (Ref.eq)
2023-08-03,11:00:00,4,V ugm-3 (BAM),2.453,V ugm-3 (Ref.eq),2.382,V ugm-3 (Ref.eq)
2023-08-03,12:00:00,3,V ugm-3 (BAM),2.453,V ugm-3 (Ref.eq),2.264,V ugm-3 (Ref.eq)
2023-08-03,13:00:00,3,V ugm-3 (BAM),2.783,V ugm-3 (Ref.eq),2.453,V ugm-3 (Ref.eq)
2023-08-03,14:00:00,8,V ugm-3 (BAM),3.892,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2023-08-03,15:00:00,6,V ugm-3 (BAM),2.995,V ugm-3 (Ref.eq),2.382,V ugm-3 (Ref.eq)
2023-08-03,16:00:00,6,V ugm-3 (BAM),3.373,V ugm-3 (Ref.eq),2.665,V ugm-3 (Ref.eq)
2023-08-03,17:00:00,7,V ugm-3 (BAM),4.151,V ugm-3 (Ref.eq),2.972,V ugm-3 (Ref.eq)
2023-08-03,18:00:00,5,V ugm-3 (BAM),3.821,V ugm-3 (Ref.eq),2.642,V ugm-3 (Ref.eq)
2023-08-03,19:00:00,4,V ugm-3 (BAM),6.156,V ugm-3 (Ref.eq),4.363,V ugm-3 (Ref.eq)
2023-08-03,20:00:00,9,V ugm-3 (BAM),5.165,V ugm-3 (Ref.eq),5.024,V ugm-3 (Ref.eq)
2023-08-03,21:00:00,15,V ugm-3 (BAM),4.953,V ugm-3 (Ref.eq),5.142,V ugm-3 (Ref.eq)
2023-08-03,22:00:00,10,V ugm-3 (BAM),4.481,V ugm-3 (Ref.eq),4.528,V ugm-3 (Ref.eq)
2023-08-03,23:00:00,8,V ugm-3 (BAM),5.755,V ugm-3 (Ref.eq),4.599,V ugm-3 (Ref.eq)
2023-08-03,24:00:00,5,V ugm-3 (BAM),5.967,V ugm-3 (Ref.eq),4.316,V ugm-3 (Ref.eq)
2023-08-04,01:00:00,7,V ugm-3 (BAM),5.731,V ugm-3 (Ref.eq),4.575,V ugm-3 (Ref.eq)
2023-08-04,02:00:00,9,V ugm-3 (BAM),5.165,V ugm-3 (Ref.eq),5.495,V ugm-3 (Ref.eq)
2023-08-04,03:00:00,6,V ugm-3 (BAM),5.165,V ugm-3 (Ref.eq),5.094,V ugm-3 (Ref.eq)
2023-08-04,04:00:00,6,V ugm-3 (BAM),5.212,V ugm-3 (Ref.eq),4.552,V ugm-3 (Ref.eq)
2023-08-04,05:00:00,9,V ugm-3 (BAM),4.764,V ugm-3 (Ref.eq),4.552,V ugm-3 (Ref.eq)
2023-08-04,06:00:00,8,V ugm-3 (BAM),4.245,V ugm-3 (Ref.eq),4.41,V ugm-3 (Ref.eq)
2023-08-04,07:00:00,7,V ugm-3 (BAM),4.222,V ugm-3 (Ref.eq),4.198,V ugm-3 (Ref.eq)
2023-08-04,08:00:00,6,V ugm-3 (BAM),3.679,V ugm-3 (Ref.eq),4.127,V ugm-3 (Ref.eq)
2023-08-04,09:00:00,3,V ugm-3 (BAM),3.113,V ugm-3 (Ref.eq),2.594,V ugm-3 (Ref.eq)
2023-08-04,10:00:00,5,V ugm-3 (BAM),1.91,V ugm-3 (Ref.eq),2.193,V ugm-3 (Ref.eq)
2023-08-04,11:00:00,9,V ugm-3 (BAM),2.547,V ugm-3 (Ref.eq),1.91,V ugm-3 (Ref.eq)
2023-08-04,12:00:00,7,V ugm-3 (BAM),1.698,V ugm-3 (Ref.eq),1.769,V ugm-3 (Ref.eq)
2023-08-04,13:00:00,5,V ugm-3 (BAM),3.113,V ugm-3 (Ref.eq),2.642,V ugm-3 (Ref.eq)
2023-08-04,14:00:00,5,V ugm-3 (BAM),4.245,V ugm-3 (Ref.eq),3.609,V ugm-3 (Ref.eq)
2023-08-04,15:00:00,4,V ugm-3 (BAM),4.127,V ugm-3 (Ref.eq),3.915,V ugm-3 (Ref.eq)
2023-08-04,16:00:00,6,V ugm-3 (BAM),4.033,V ugm-3 (Ref.eq),3.632,V ugm-3 (Ref.eq)
2023-08-04,17:00:00,8,V ugm-3 (BAM),4.458,V ugm-3 (Ref.eq),3.656,V ugm-3 (Ref.eq)
2023-08-04,18:00:00,6,V ugm-3 (BAM),6.297,V ugm-3 (Ref.eq),5.401,V ugm-3 (Ref.eq)
2023-08-04,19:00:00,7,V ugm-3 (BAM),6.368,V ugm-3 (Ref.eq),6.557,V ugm-3 (Ref.eq)
2023-08-04,20:00:00,7,V ugm-3 (BAM),6.109,V ugm-3 (Ref.eq),6.156,V ugm-3 (Ref.eq)
