Hourly measurement data supplied by UK-air on 22/12/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Sheffield Barnsley Road",,"Sheffield Devonshire Green",,"Sheffield Tinsley",
Latitude,,53.404950,,53.378622,,53.410580,,
Longitude,,-1.455815,,-1.478096,,-1.396139,,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,,
Local Authority,,"Sheffield",,"Sheffield",,"Sheffield",,
Date,Time,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2023-07-18,17:00:00,6,V ugm-3 (BAM),3.113,V ugm-3 (Ref.eq),3.373,V ugm-3 (Ref.eq)
2023-07-18,18:00:00,6,V ugm-3 (BAM),3.09,V ugm-3 (Ref.eq),5.236,V ugm-3 (Ref.eq)
2023-07-18,19:00:00,7,V ugm-3 (BAM),3.396,V ugm-3 (Ref.eq),4.269,V ugm-3 (Ref.eq)
2023-07-18,20:00:00,7,V ugm-3 (BAM),3.538,V ugm-3 (Ref.eq),3.703,V ugm-3 (Ref.eq)
2023-07-18,21:00:00,8,V ugm-3 (BAM),3.986,V ugm-3 (Ref.eq),4.67,V ugm-3 (Ref.eq)
2023-07-18,22:00:00,11,V ugm-3 (BAM),4.104,V ugm-3 (Ref.eq),5.236,V ugm-3 (Ref.eq)
2023-07-18,23:00:00,8,V ugm-3 (BAM),4.245,V ugm-3 (Ref.eq),8.656,V ugm-3 (Ref.eq)
2023-07-18,24:00:00,7,V ugm-3 (BAM),4.741,V ugm-3 (Ref.eq),6.486,V ugm-3 (Ref.eq)
2023-07-19,01:00:00,8,V ugm-3 (BAM),5.212,V ugm-3 (Ref.eq),9.316,V ugm-3 (Ref.eq)
2023-07-19,02:00:00,6,V ugm-3 (BAM),4.316,V ugm-3 (Ref.eq),5.354,V ugm-3 (Ref.eq)
2023-07-19,03:00:00,8,V ugm-3 (BAM),3.726,V ugm-3 (Ref.eq),3.939,V ugm-3 (Ref.eq)
2023-07-19,04:00:00,5,V ugm-3 (BAM),4.41,V ugm-3 (Ref.eq),4.458,V ugm-3 (Ref.eq)
2023-07-19,05:00:00,4,V ugm-3 (BAM),4.788,V ugm-3 (Ref.eq),6.25,V ugm-3 (Ref.eq)
2023-07-19,06:00:00,9,V ugm-3 (BAM),4.575,V ugm-3 (Ref.eq),7.17,V ugm-3 (Ref.eq)
2023-07-19,07:00:00,7,V ugm-3 (BAM),2.972,V ugm-3 (Ref.eq),4.528,V ugm-3 (Ref.eq)
2023-07-19,08:00:00,6,V ugm-3 (BAM),2.241,V ugm-3 (Ref.eq),2.972,V ugm-3 (Ref.eq)
2023-07-19,09:00:00,8,V ugm-3 (BAM),3.137,V ugm-3 (Ref.eq),4.434,V ugm-3 (Ref.eq)
2023-07-19,10:00:00,6,V ugm-3 (BAM),3.467,V ugm-3 (Ref.eq),4.316,V ugm-3 (Ref.eq)
2023-07-19,11:00:00,3,V ugm-3 (BAM),1.934,V ugm-3 (Ref.eq),2.83,V ugm-3 (Ref.eq)
2023-07-19,12:00:00,3,V ugm-3 (BAM),1.462,V ugm-3 (Ref.eq),1.675,V ugm-3 (Ref.eq)
2023-07-19,13:00:00,2,V ugm-3 (BAM),2.241,V ugm-3 (Ref.eq),1.226,V ugm-3 (Ref.eq)
2023-07-19,14:00:00,5,V ugm-3 (BAM),1.722,V ugm-3 (Ref.eq),1.179,V ugm-3 (Ref.eq)
2023-07-19,15:00:00,5,V ugm-3 (BAM),2.052,V ugm-3 (Ref.eq),1.321,V ugm-3 (Ref.eq)
2023-07-19,16:00:00,7,V ugm-3 (BAM),2.241,V ugm-3 (Ref.eq),1.486,V ugm-3 (Ref.eq)
2023-07-19,17:00:00,5,V ugm-3 (BAM),3.892,V ugm-3 (Ref.eq),1.91,V ugm-3 (Ref.eq)
2023-07-19,18:00:00,3,V ugm-3 (BAM),4.953,V ugm-3 (Ref.eq),2.193,V ugm-3 (Ref.eq)
2023-07-19,19:00:00,2,V ugm-3 (BAM),5.377,V ugm-3 (Ref.eq),2.594,V ugm-3 (Ref.eq)
2023-07-19,20:00:00,6,V ugm-3 (BAM),6.415,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2023-07-19,21:00:00,7,V ugm-3 (BAM),4.835,V ugm-3 (Ref.eq),3.231,V ugm-3 (Ref.eq)
2023-07-19,22:00:00,13,V ugm-3 (BAM),3.656,V ugm-3 (Ref.eq),4.245,V ugm-3 (Ref.eq)
2023-07-19,23:00:00,8,V ugm-3 (BAM),3.396,V ugm-3 (Ref.eq),3.609,V ugm-3 (Ref.eq)
2023-07-19,24:00:00,6,V ugm-3 (BAM),3.585,V ugm-3 (Ref.eq),3.892,V ugm-3 (Ref.eq)
2023-07-20,01:00:00,5,V ugm-3 (BAM),3.443,V ugm-3 (Ref.eq),3.585,V ugm-3 (Ref.eq)
2023-07-20,02:00:00,3,V ugm-3 (BAM),3.585,V ugm-3 (Ref.eq),3.208,V ugm-3 (Ref.eq)
2023-07-20,03:00:00,2,V ugm-3 (BAM),3.491,V ugm-3 (Ref.eq),2.807,V ugm-3 (Ref.eq)
2023-07-20,04:00:00,1,V ugm-3 (BAM),3.538,V ugm-3 (Ref.eq),3.609,V ugm-3 (Ref.eq)
2023-07-20,05:00:00,7,V ugm-3 (BAM),3.939,V ugm-3 (Ref.eq),4.198,V ugm-3 (Ref.eq)
2023-07-20,06:00:00,9,V ugm-3 (BAM),5.094,V ugm-3 (Ref.eq),4.906,V ugm-3 (Ref.eq)
2023-07-20,07:00:00,7,V ugm-3 (BAM),6.344,V ugm-3 (Ref.eq),6.675,V ugm-3 (Ref.eq)
2023-07-20,08:00:00,13,V ugm-3 (BAM),7.807,V ugm-3 (Ref.eq),8.585,V ugm-3 (Ref.eq)
2023-07-20,09:00:00,9,V ugm-3 (BAM),7.311,V ugm-3 (Ref.eq),7.17,V ugm-3 (Ref.eq)
2023-07-20,10:00:00,10,V ugm-3 (BAM),7.759,V ugm-3 (Ref.eq),7.123,V ugm-3 (Ref.eq)
2023-07-20,11:00:00,12,V ugm-3 (BAM),8.255,V ugm-3 (Ref.eq),7.783,V ugm-3 (Ref.eq)
2023-07-20,12:00:00,10,V ugm-3 (BAM),7.995,V ugm-3 (Ref.eq),7.948,V ugm-3 (Ref.eq)
2023-07-20,13:00:00,8,V ugm-3 (BAM),6.651,V ugm-3 (Ref.eq),6.675,V ugm-3 (Ref.eq)
2023-07-20,14:00:00,5,V ugm-3 (BAM),5.401,V ugm-3 (Ref.eq),5.047,V ugm-3 (Ref.eq)
2023-07-20,15:00:00,6,V ugm-3 (BAM),5.542,V ugm-3 (Ref.eq),5.189,V ugm-3 (Ref.eq)
2023-07-20,16:00:00,7,V ugm-3 (BAM),5.189,V ugm-3 (Ref.eq),5.165,V ugm-3 (Ref.eq)
2023-07-20,17:00:00,7,V ugm-3 (BAM),6.109,V ugm-3 (Ref.eq),6.038,V ugm-3 (Ref.eq)
2023-07-20,18:00:00,6,V ugm-3 (BAM),7.877,V ugm-3 (Ref.eq),6.368,V ugm-3 (Ref.eq)
2023-07-20,19:00:00,8,V ugm-3 (BAM),8.703,V ugm-3 (Ref.eq),7.901,V ugm-3 (Ref.eq)
2023-07-20,20:00:00,11,V ugm-3 (BAM),11.038,V ugm-3 (Ref.eq),8.962,V ugm-3 (Ref.eq)
2023-07-20,21:00:00,10,V ugm-3 (BAM),9.646,V ugm-3 (Ref.eq),10.283,V ugm-3 (Ref.eq)
2023-07-20,22:00:00,17,V ugm-3 (BAM),9.387,V ugm-3 (Ref.eq),9.693,V ugm-3 (Ref.eq)
2023-07-20,23:00:00,10,V ugm-3 (BAM),9.198,V ugm-3 (Ref.eq),9.316,V ugm-3 (Ref.eq)
2023-07-20,24:00:00,9,V ugm-3 (BAM),9.693,V ugm-3 (Ref.eq),9.033,V ugm-3 (Ref.eq)
2023-07-21,01:00:00,9,V ugm-3 (BAM),10.142,V ugm-3 (Ref.eq),10.047,V ugm-3 (Ref.eq)
2023-07-21,02:00:00,9,V ugm-3 (BAM),9.764,V ugm-3 (Ref.eq),9.245,V ugm-3 (Ref.eq)
2023-07-21,03:00:00,13,V ugm-3 (BAM),8.915,V ugm-3 (Ref.eq),8.962,V ugm-3 (Ref.eq)
2023-07-21,04:00:00,9,V ugm-3 (BAM),8.396,V ugm-3 (Ref.eq),6.863,V ugm-3 (Ref.eq)
2023-07-21,05:00:00,7,V ugm-3 (BAM),7.193,V ugm-3 (Ref.eq),6.887,V ugm-3 (Ref.eq)
2023-07-21,06:00:00,6,V ugm-3 (BAM),6.038,V ugm-3 (Ref.eq),5.896,V ugm-3 (Ref.eq)
2023-07-21,07:00:00,8,V ugm-3 (BAM),6.061,V ugm-3 (Ref.eq),6.321,V ugm-3 (Ref.eq)
2023-07-21,08:00:00,10,V ugm-3 (BAM),7.217,V ugm-3 (Ref.eq),7.948,V ugm-3 (Ref.eq)
2023-07-21,09:00:00,14,V ugm-3 (BAM),7.146,V ugm-3 (Ref.eq),7.948,V ugm-3 (Ref.eq)
2023-07-21,10:00:00,11,V ugm-3 (BAM),5.566,V ugm-3 (Ref.eq),7.288,V ugm-3 (Ref.eq)
2023-07-21,11:00:00,8,V ugm-3 (BAM),4.906,V ugm-3 (Ref.eq),5.778,V ugm-3 (Ref.eq)
2023-07-21,12:00:00,9,V ugm-3 (BAM),6.156,V ugm-3 (Ref.eq),6.745,V ugm-3 (Ref.eq)
2023-07-21,13:00:00,11,V ugm-3 (BAM),8.302,V ugm-3 (Ref.eq),7.217,V ugm-3 (Ref.eq)
2023-07-21,14:00:00,13,V ugm-3 (BAM),4.811,V ugm-3 (Ref.eq),5.991,V ugm-3 (Ref.eq)
2023-07-21,15:00:00,7,V ugm-3 (BAM),3.349,V ugm-3 (Ref.eq),2.547,V ugm-3 (Ref.eq)
2023-07-21,16:00:00,7,V ugm-3 (BAM),2.877,V ugm-3 (Ref.eq),2.925,V ugm-3 (Ref.eq)
2023-07-21,17:00:00,4,V ugm-3 (BAM),3.396,V ugm-3 (Ref.eq),2.995,V ugm-3 (Ref.eq)
2023-07-21,18:00:00,1,V ugm-3 (BAM),3.255,V ugm-3 (Ref.eq),2.948,V ugm-3 (Ref.eq)
2023-07-21,19:00:00,4,V ugm-3 (BAM),3.844,V ugm-3 (Ref.eq),3.208,V ugm-3 (Ref.eq)
2023-07-21,20:00:00,4,V ugm-3 (BAM),3.066,V ugm-3 (Ref.eq),3.797,V ugm-3 (Ref.eq)
2023-07-21,21:00:00,8,V ugm-3 (BAM),3.325,V ugm-3 (Ref.eq),4.057,V ugm-3 (Ref.eq)
2023-07-21,22:00:00,5,V ugm-3 (BAM),3.042,V ugm-3 (Ref.eq),3.255,V ugm-3 (Ref.eq)
2023-07-21,23:00:00,6,V ugm-3 (BAM),2.429,V ugm-3 (Ref.eq),2.028,V ugm-3 (Ref.eq)
2023-07-21,24:00:00,5,V ugm-3 (BAM),2.83,V ugm-3 (Ref.eq),2.382,V ugm-3 (Ref.eq)
2023-07-22,01:00:00,4,V ugm-3 (BAM),3.396,V ugm-3 (Ref.eq),4.033,V ugm-3 (Ref.eq)
2023-07-22,02:00:00,3,V ugm-3 (BAM),3.16,V ugm-3 (Ref.eq),2.901,V ugm-3 (Ref.eq)
2023-07-22,03:00:00,3,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.972,V ugm-3 (Ref.eq)
2023-07-22,04:00:00,3,V ugm-3 (BAM),2.453,V ugm-3 (Ref.eq),2.736,V ugm-3 (Ref.eq)
2023-07-22,05:00:00,3,V ugm-3 (BAM),2.618,V ugm-3 (Ref.eq),3.019,V ugm-3 (Ref.eq)
2023-07-22,06:00:00,3,V ugm-3 (BAM),3.066,V ugm-3 (Ref.eq),3.656,V ugm-3 (Ref.eq)
2023-07-22,07:00:00,7,V ugm-3 (BAM),3.16,V ugm-3 (Ref.eq),3.821,V ugm-3 (Ref.eq)
2023-07-22,08:00:00,6,V ugm-3 (BAM),4.104,V ugm-3 (Ref.eq),4.646,V ugm-3 (Ref.eq)
2023-07-22,09:00:00,3,V ugm-3 (BAM),2.335,V ugm-3 (Ref.eq),3.585,V ugm-3 (Ref.eq)
2023-07-22,10:00:00,4,V ugm-3 (BAM),2.217,V ugm-3 (Ref.eq),3.632,V ugm-3 (Ref.eq)
2023-07-22,11:00:00,3,V ugm-3 (BAM),2.005,V ugm-3 (Ref.eq),3.42,V ugm-3 (Ref.eq)
2023-07-22,12:00:00,3,V ugm-3 (BAM),2.099,V ugm-3 (Ref.eq),2.335,V ugm-3 (Ref.eq)
2023-07-22,13:00:00,6,V ugm-3 (BAM),2.264,V ugm-3 (Ref.eq),2.288,V ugm-3 (Ref.eq)
2023-07-22,14:00:00,7,V ugm-3 (BAM),2.005,V ugm-3 (Ref.eq),1.84,V ugm-3 (Ref.eq)
2023-07-22,15:00:00,4,V ugm-3 (BAM),1.25,V ugm-3 (Ref.eq),1.297,V ugm-3 (Ref.eq)
2023-07-22,16:00:00,4,V ugm-3 (BAM),0.708,V ugm-3 (Ref.eq),0.731,V ugm-3 (Ref.eq)
2023-07-22,17:00:00,3,V ugm-3 (BAM),0.991,V ugm-3 (Ref.eq),0.755,V ugm-3 (Ref.eq)
2023-07-22,18:00:00,4,V ugm-3 (BAM),1.085,V ugm-3 (Ref.eq),0.802,V ugm-3 (Ref.eq)
2023-07-22,19:00:00,6,V ugm-3 (BAM),1.769,V ugm-3 (Ref.eq),0.92,V ugm-3 (Ref.eq)
2023-07-22,20:00:00,9,V ugm-3 (BAM),4.104,V ugm-3 (Ref.eq),1.651,V ugm-3 (Ref.eq)
2023-07-22,21:00:00,7,V ugm-3 (BAM),3.137,V ugm-3 (Ref.eq),2.429,V ugm-3 (Ref.eq)
2023-07-22,22:00:00,8,V ugm-3 (BAM),3.184,V ugm-3 (Ref.eq),2.17,V ugm-3 (Ref.eq)
2023-07-22,23:00:00,7,V ugm-3 (BAM),1.698,V ugm-3 (Ref.eq),1.722,V ugm-3 (Ref.eq)
2023-07-22,24:00:00,9,V ugm-3 (BAM),1.792,V ugm-3 (Ref.eq),1.226,V ugm-3 (Ref.eq)
2023-07-23,01:00:00,6,V ugm-3 (BAM),1.085,V ugm-3 (Ref.eq),1.038,V ugm-3 (Ref.eq)
2023-07-23,02:00:00,3,V ugm-3 (BAM),0.896,V ugm-3 (Ref.eq),0.896,V ugm-3 (Ref.eq)
2023-07-23,03:00:00,3,V ugm-3 (BAM),0.66,V ugm-3 (Ref.eq),0.896,V ugm-3 (Ref.eq)
2023-07-23,04:00:00,6,V ugm-3 (BAM),0.684,V ugm-3 (Ref.eq),0.967,V ugm-3 (Ref.eq)
2023-07-23,05:00:00,8,V ugm-3 (BAM),0.825,V ugm-3 (Ref.eq),1.25,V ugm-3 (Ref.eq)
2023-07-23,06:00:00,7,V ugm-3 (BAM),1.368,V ugm-3 (Ref.eq),1.439,V ugm-3 (Ref.eq)
2023-07-23,07:00:00,6,V ugm-3 (BAM),1.415,V ugm-3 (Ref.eq),1.675,V ugm-3 (Ref.eq)
2023-07-23,08:00:00,5,V ugm-3 (BAM),0.66,V ugm-3 (Ref.eq),1.203,V ugm-3 (Ref.eq)
2023-07-23,09:00:00,3,V ugm-3 (BAM),1.085,V ugm-3 (Ref.eq),0.66,V ugm-3 (Ref.eq)
2023-07-23,10:00:00,4,V ugm-3 (BAM),1.675,V ugm-3 (Ref.eq),0.991,V ugm-3 (Ref.eq)
2023-07-23,11:00:00,8,V ugm-3 (BAM),1.604,V ugm-3 (Ref.eq),1.061,V ugm-3 (Ref.eq)
2023-07-23,12:00:00,7,V ugm-3 (BAM),0.943,V ugm-3 (Ref.eq),0.684,V ugm-3 (Ref.eq)
2023-07-23,13:00:00,3,V ugm-3 (BAM),2.642,V ugm-3 (Ref.eq),0.613,V ugm-3 (Ref.eq)
2023-07-23,14:00:00,0,V ugm-3 (BAM),3.797,V ugm-3 (Ref.eq),0.684,V ugm-3 (Ref.eq)
2023-07-23,15:00:00,2,V ugm-3 (BAM),3.986,V ugm-3 (Ref.eq),0.708,V ugm-3 (Ref.eq)
2023-07-23,16:00:00,6,V ugm-3 (BAM),4.387,V ugm-3 (Ref.eq),0.825,V ugm-3 (Ref.eq)
2023-07-23,17:00:00,6,V ugm-3 (BAM),3.962,V ugm-3 (Ref.eq),1.132,V ugm-3 (Ref.eq)
2023-07-23,18:00:00,7,V ugm-3 (BAM),3.75,V ugm-3 (Ref.eq),0.755,V ugm-3 (Ref.eq)
2023-07-23,19:00:00,4,V ugm-3 (BAM),3.208,V ugm-3 (Ref.eq),1.132,V ugm-3 (Ref.eq)
2023-07-23,20:00:00,5,V ugm-3 (BAM),2.807,V ugm-3 (Ref.eq),1.557,V ugm-3 (Ref.eq)
2023-07-23,21:00:00,6,V ugm-3 (BAM),1.91,V ugm-3 (Ref.eq),1.226,V ugm-3 (Ref.eq)
2023-07-23,22:00:00,6,V ugm-3 (BAM),1.486,V ugm-3 (Ref.eq),1.226,V ugm-3 (Ref.eq)
2023-07-23,23:00:00,3,V ugm-3 (BAM),1.462,V ugm-3 (Ref.eq),1.226,V ugm-3 (Ref.eq)
2023-07-23,24:00:00,4,V ugm-3 (BAM),1.486,V ugm-3 (Ref.eq),1.604,V ugm-3 (Ref.eq)
2023-07-24,01:00:00,3,V ugm-3 (BAM),2.17,V ugm-3 (Ref.eq),2.241,V ugm-3 (Ref.eq)
2023-07-24,02:00:00,6,V ugm-3 (BAM),2.476,V ugm-3 (Ref.eq),2.406,V ugm-3 (Ref.eq)
2023-07-24,03:00:00,5,V ugm-3 (BAM),2.476,V ugm-3 (Ref.eq),2.264,V ugm-3 (Ref.eq)
2023-07-24,04:00:00,5,V ugm-3 (BAM),2.642,V ugm-3 (Ref.eq),2.406,V ugm-3 (Ref.eq)
2023-07-24,05:00:00,6,V ugm-3 (BAM),3.892,V ugm-3 (Ref.eq),4.198,V ugm-3 (Ref.eq)
2023-07-24,06:00:00,11,V ugm-3 (BAM),4.528,V ugm-3 (Ref.eq),4.575,V ugm-3 (Ref.eq)
2023-07-24,07:00:00,8,V ugm-3 (BAM),4.245,V ugm-3 (Ref.eq),4.693,V ugm-3 (Ref.eq)
2023-07-24,08:00:00,3,V ugm-3 (BAM),3.939,V ugm-3 (Ref.eq),3.821,V ugm-3 (Ref.eq)
2023-07-24,09:00:00,4,V ugm-3 (BAM),4.481,V ugm-3 (Ref.eq),4.599,V ugm-3 (Ref.eq)
2023-07-24,10:00:00,7,V ugm-3 (BAM),4.599,V ugm-3 (Ref.eq),4.693,V ugm-3 (Ref.eq)
2023-07-24,11:00:00,8,V ugm-3 (BAM),4.741,V ugm-3 (Ref.eq),4.245,V ugm-3 (Ref.eq)
2023-07-24,12:00:00,7,V ugm-3 (BAM),4.08,V ugm-3 (Ref.eq),3.821,V ugm-3 (Ref.eq)
2023-07-24,13:00:00,6,V ugm-3 (BAM),4.575,V ugm-3 (Ref.eq),3.892,V ugm-3 (Ref.eq)
2023-07-24,14:00:00,4,V ugm-3 (BAM),4.458,V ugm-3 (Ref.eq),3.491,V ugm-3 (Ref.eq)
2023-07-24,15:00:00,6,V ugm-3 (BAM),4.599,V ugm-3 (Ref.eq),3.278,V ugm-3 (Ref.eq)
2023-07-24,16:00:00,10,V ugm-3 (BAM),4.575,V ugm-3 (Ref.eq),3.491,V ugm-3 (Ref.eq)
2023-07-24,17:00:00,6,V ugm-3 (BAM),4.245,V ugm-3 (Ref.eq),4.481,V ugm-3 (Ref.eq)
2023-07-24,18:00:00,5,V ugm-3 (BAM),5.142,V ugm-3 (Ref.eq),4.552,V ugm-3 (Ref.eq)
2023-07-24,19:00:00,8,V ugm-3 (BAM),5,V ugm-3 (Ref.eq),4.033,V ugm-3 (Ref.eq)
2023-07-24,20:00:00,18,V ugm-3 (BAM),5.283,V ugm-3 (Ref.eq),5.613,V ugm-3 (Ref.eq)
2023-07-24,21:00:00,8,V ugm-3 (BAM),5.236,V ugm-3 (Ref.eq),6.745,V ugm-3 (Ref.eq)
2023-07-24,22:00:00,7,V ugm-3 (BAM),3.915,V ugm-3 (Ref.eq),3.467,V ugm-3 (Ref.eq)
2023-07-24,23:00:00,7,V ugm-3 (BAM),4.033,V ugm-3 (Ref.eq),3.467,V ugm-3 (Ref.eq)
2023-07-24,24:00:00,6,V ugm-3 (BAM),2.736,V ugm-3 (Ref.eq),3.915,V ugm-3 (Ref.eq)
2023-07-25,01:00:00,7,V ugm-3 (BAM),2.783,V ugm-3 (Ref.eq),2.925,V ugm-3 (Ref.eq)
2023-07-25,02:00:00,5,V ugm-3 (BAM),2.783,V ugm-3 (Ref.eq),3.16,V ugm-3 (Ref.eq)
2023-07-25,03:00:00,6,V ugm-3 (BAM),2.877,V ugm-3 (Ref.eq),2.901,V ugm-3 (Ref.eq)
2023-07-25,04:00:00,5,V ugm-3 (BAM),2.783,V ugm-3 (Ref.eq),2.83,V ugm-3 (Ref.eq)
2023-07-25,05:00:00,3,V ugm-3 (BAM),2.83,V ugm-3 (Ref.eq),3.42,V ugm-3 (Ref.eq)
2023-07-25,06:00:00,5,V ugm-3 (BAM),2.736,V ugm-3 (Ref.eq),4.009,V ugm-3 (Ref.eq)
2023-07-25,07:00:00,3,V ugm-3 (BAM),2.264,V ugm-3 (Ref.eq),2.571,V ugm-3 (Ref.eq)
2023-07-25,08:00:00,1,V ugm-3 (BAM),2.618,V ugm-3 (Ref.eq),2.288,V ugm-3 (Ref.eq)
2023-07-25,09:00:00,1,V ugm-3 (BAM),1.91,V ugm-3 (Ref.eq),1.934,V ugm-3 (Ref.eq)
2023-07-25,10:00:00,3,V ugm-3 (BAM),2.335,V ugm-3 (Ref.eq),2.288,V ugm-3 (Ref.eq)
2023-07-25,11:00:00,8,V ugm-3 (BAM),2.382,V ugm-3 (Ref.eq),2.193,V ugm-3 (Ref.eq)
2023-07-25,12:00:00,6,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.052,V ugm-3 (Ref.eq)
2023-07-25,13:00:00,4,V ugm-3 (BAM),2.83,V ugm-3 (Ref.eq),2.241,V ugm-3 (Ref.eq)
2023-07-25,14:00:00,3,V ugm-3 (BAM),2.995,V ugm-3 (Ref.eq),2.123,V ugm-3 (Ref.eq)
2023-07-25,15:00:00,4,V ugm-3 (BAM),4.198,V ugm-3 (Ref.eq),3.609,V ugm-3 (Ref.eq)
2023-07-25,16:00:00,3,V ugm-3 (BAM),3.774,V ugm-3 (Ref.eq),3.868,V ugm-3 (Ref.eq)
2023-07-25,17:00:00,8,V ugm-3 (BAM),4.552,V ugm-3 (Ref.eq),4.552,V ugm-3 (Ref.eq)
2023-07-25,18:00:00,9,V ugm-3 (BAM),4.127,V ugm-3 (Ref.eq),4.788,V ugm-3 (Ref.eq)
2023-07-25,19:00:00,13,V ugm-3 (BAM),5.684,V ugm-3 (Ref.eq),5.071,V ugm-3 (Ref.eq)
2023-07-25,20:00:00,7,V ugm-3 (BAM),5.566,V ugm-3 (Ref.eq),5.307,V ugm-3 (Ref.eq)
2023-07-25,21:00:00,7,V ugm-3 (BAM),4.175,V ugm-3 (Ref.eq),4.741,V ugm-3 (Ref.eq)
2023-07-25,22:00:00,12,V ugm-3 (BAM),4.245,V ugm-3 (Ref.eq),4.434,V ugm-3 (Ref.eq)
2023-07-25,23:00:00,8,V ugm-3 (BAM),4.646,V ugm-3 (Ref.eq),4.693,V ugm-3 (Ref.eq)
2023-07-25,24:00:00,7,V ugm-3 (BAM),5.047,V ugm-3 (Ref.eq),5.165,V ugm-3 (Ref.eq)
2023-07-26,01:00:00,13,V ugm-3 (BAM),5.59,V ugm-3 (Ref.eq),5.637,V ugm-3 (Ref.eq)
2023-07-26,02:00:00,7,V ugm-3 (BAM),7.288,V ugm-3 (Ref.eq),5.59,V ugm-3 (Ref.eq)
2023-07-26,03:00:00,3,V ugm-3 (BAM),5.613,V ugm-3 (Ref.eq),5.377,V ugm-3 (Ref.eq)
2023-07-26,04:00:00,11,V ugm-3 (BAM),5.024,V ugm-3 (Ref.eq),5.849,V ugm-3 (Ref.eq)
2023-07-26,05:00:00,8,V ugm-3 (BAM),5.024,V ugm-3 (Ref.eq),5.896,V ugm-3 (Ref.eq)
2023-07-26,06:00:00,10,V ugm-3 (BAM),4.882,V ugm-3 (Ref.eq),7.359,V ugm-3 (Ref.eq)
2023-07-26,07:00:00,8,V ugm-3 (BAM),4.929,V ugm-3 (Ref.eq),7.571,V ugm-3 (Ref.eq)
2023-07-26,08:00:00,6,V ugm-3 (BAM),5.354,V ugm-3 (Ref.eq),6.604,V ugm-3 (Ref.eq)
2023-07-26,09:00:00,10,V ugm-3 (BAM),5.519,V ugm-3 (Ref.eq),5.708,V ugm-3 (Ref.eq)
2023-07-26,10:00:00,7,V ugm-3 (BAM),4.929,V ugm-3 (Ref.eq),5.165,V ugm-3 (Ref.eq)
2023-07-26,11:00:00,8,V ugm-3 (BAM),4.835,V ugm-3 (Ref.eq),5.307,V ugm-3 (Ref.eq)
2023-07-26,12:00:00,6,V ugm-3 (BAM),4.316,V ugm-3 (Ref.eq),4.552,V ugm-3 (Ref.eq)
2023-07-26,13:00:00,7,V ugm-3 (BAM),4.811,V ugm-3 (Ref.eq),4.599,V ugm-3 (Ref.eq)
2023-07-26,14:00:00,7,V ugm-3 (BAM),4.458,V ugm-3 (Ref.eq),5.118,V ugm-3 (Ref.eq)
2023-07-26,15:00:00,8,V ugm-3 (BAM),4.505,V ugm-3 (Ref.eq),4.882,V ugm-3 (Ref.eq)
2023-07-26,16:00:00,6,V ugm-3 (BAM),4.434,V ugm-3 (Ref.eq),5.637,V ugm-3 (Ref.eq)
2023-07-26,17:00:00,7,V ugm-3 (BAM),4.623,V ugm-3 (Ref.eq),4.859,V ugm-3 (Ref.eq)
2023-07-26,18:00:00,9,V ugm-3 (BAM),5.024,V ugm-3 (Ref.eq),5.024,V ugm-3 (Ref.eq)
2023-07-26,19:00:00,9,V ugm-3 (BAM),5.401,V ugm-3 (Ref.eq),5.731,V ugm-3 (Ref.eq)
2023-07-26,20:00:00,7,V ugm-3 (BAM),4.458,V ugm-3 (Ref.eq),4.976,V ugm-3 (Ref.eq)
2023-07-26,21:00:00,5,V ugm-3 (BAM),4.009,V ugm-3 (Ref.eq),4.528,V ugm-3 (Ref.eq)
2023-07-26,22:00:00,2,V ugm-3 (BAM),2.807,V ugm-3 (Ref.eq),3.42,V ugm-3 (Ref.eq)
2023-07-26,23:00:00,4,V ugm-3 (BAM),2.241,V ugm-3 (Ref.eq),2.359,V ugm-3 (Ref.eq)
2023-07-26,24:00:00,4,V ugm-3 (BAM),1.486,V ugm-3 (Ref.eq),2.854,V ugm-3 (Ref.eq)
2023-07-27,01:00:00,3,V ugm-3 (BAM),0.92,V ugm-3 (Ref.eq),2.193,V ugm-3 (Ref.eq)
2023-07-27,02:00:00,1,V ugm-3 (BAM),0.708,V ugm-3 (Ref.eq),0.943,V ugm-3 (Ref.eq)
2023-07-27,03:00:00,0,V ugm-3 (BAM),0.495,V ugm-3 (Ref.eq),1.061,V ugm-3 (Ref.eq)
2023-07-27,04:00:00,2,V ugm-3 (BAM),0.637,V ugm-3 (Ref.eq),1.226,V ugm-3 (Ref.eq)
2023-07-27,05:00:00,4,V ugm-3 (BAM),0.802,V ugm-3 (Ref.eq),1.84,V ugm-3 (Ref.eq)
2023-07-27,06:00:00,7,V ugm-3 (BAM),1.061,V ugm-3 (Ref.eq),2.146,V ugm-3 (Ref.eq)
